id_no;start;end;today;simserial;subscriberid;deviceid;location;_location_latitude;_location_longitude;_location_altitude;_location_precision;region_name;district_name;ward_name;subward_name;photo_before;photo_during;photo_after;acessibility;no_reasons;yes_no;weather;sediment;vegetation_cover;site;photo_north;photo_east;photo_south;photo_west;additional_observation;_id;_uuid;_submission_time;_validation_status;_index;sample_id;field_sampler_names;field_sampler_names_other;date_collected;tester_name;tester_name_other;date_analysis;weigh_sieves_top;mass_4_75_sieve_top;mass_2_36_sieve_top;mass_1_18_sieve_top;mass_0_6_sieve_top;mass_0_425_sieve_top;mass_0_3_sieve_top;mass_0_15_sieve_top;mass_0_075_sieve_top;mass_bottom_pan_top;top_sample_note;mass_beginning_top;mass_4_75_top;mass_4_75_top_soil_retained;mass_4_75_top_soil_retained_note;mass_2_36_top;mass_2_36_top_soil_retained;mass_2_36_top_soil_retained_note;mass_1_18_top;mass_1_18_top_soil_retained;mass_1_18_top_soil_retained_note;mass_0_6_top;mass_0_6_top_soil_retained;mass_0_6_top_soil_retained_note;mass_0_425_top;mass_0_425_top_soil_retained;mass_0_425_top_soil_retained_note;mass_0_3_top;mass_0_3_top_soil_retained;mass_0_3_top_soil_retained_note;mass_0_15_top;mass_0_15_top_soil_retained;mass_0_15_top_soil_retained_note;mass_0_075_top;mass_0_075_top_soil_retained;mass_0_075_top_soil_retained_note;mass_0_top;mass_0_top_soil_retained;mass_0_top_soil_retained_note;mass_soil_top;mass_soil_top_note;mass_loss_top_sample;percentage_mass_loss_top_sample;mass_loss_top_sample_note;weigh_sieves_bottom;mass_4_75_sieve_bottom;mass_2_36_sieve_bottom;mass_1_18_sieve_bottom;mass_0_6_sieve_bottom;mass_0_425_sieve_bottom;mass_0_3_sieve_bottom;mass_0_15_sieve_bottom;mass_0_075_sieve_bottom;mass_bottom_pan_bottom;bottom_sample_note;mass_beginning_bottom;mass_4_75_bottom;mass_4_75_bottom_soil_retained;mass_4_75_bottom_soil_retained_note;mass_2_36_bottom;mass_2_36_bottom_soil_retained;mass_2_36_bottom_soil_retained_note;mass_1_18_bottom;mass_1_18_bottom_soil_retained;mass_1_18_bottom_soil_retained_note;mass_0_6_bottom;mass_0_6_bottom_soil_retained;mass_0_6_bottom_soil_retained_note;mass_0_425_bottom;mass_0_425_bottom_soil_retained;mass_0_425_bottom_soil_retained_note;mass_0_3_bottom;mass_0_3_bottom_soil_retained;mass_0_3_bottom_soil_retained_note;mass_0_15_bottom;mass_0_15_bottom_soil_retained;mass_0_15_bottom_soil_retained_note;mass_0_075_bottom;mass_0_075_bottom_soil_retained;mass_0_075_bottom_soil_retained_note;mass_0_bottom;mass_0_bottom_soil_retained;mass_0_bottom_soil_retained_note;mass_soil_bottom;mass_soil_bottom_note;mass_loss_bottom_sample;percentage_mass_loss_bottom_sample;mass_loss_bottom_sample_note;_id;_uuid;_submission_time;_validation_status;_index
106;2018-12-06T14:01:14.136+03;2018-12-06T14:06:51.536+03;2018-12-06;8.92550204139952E+018;640021071951801;353614096259289;-7.076340000000001 39.169201666666666 93.3 1.7;-7.07634;39.1692016667;93.3;1.7;pwani;mkuranga;Mkuranga;Hoyoyo;1544094136447.jpg;1544094377311.jpg;1544094348639.jpg;yes;;no;dry;loose;medium;rural;1544094159826.jpg;1544094171159.jpg;1544094181085.jpg;1544094191030.jpg;;1032;d87b9a7d-0913-46b5-9929-373b3a18b11b;2018-12-07T02:35:09;;646;106;Swaumu_Nuru;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-06;;513;492;488;495;461;451;437;350;371;;500;518;5;;508;16;;517;29;;620;125;;586;125;;483;32;;449;12;;353;3;;371;0;;347;;153;0.306;;;516;500;518;494;498;463;443;350;372;;500;525;9;;515;15;;567;49;;620;126;;556;58;;586;123;;553;110;;351;1;;371;-1;;490;;10;0.02;;1397;be0ecd69-b3fd-44f3-a035-f6c1d94fe470;2018-12-21T03:26:08;;648
107;2018-12-06T14:26:17.602+03;2018-12-06T14:31:44.530+03;2018-12-06;8.92550204139952E+018;640021071951801;353614096259289;-7.075550000000001 39.188161666666666 92.4 2.1;-7.07555;39.1881616667;92.4;2.1;pwani;mkuranga;Mkuranga;Kwa dengwa;1544095644309.jpg;1544095843809.jpg;1544095890119.jpg;yes;;no;dry;loose;high;rural;1544095667119.jpg;1544095680201.jpg;1544095688380.jpg;1544095699437.jpg;;1033;49d35279-3525-4e7c-ad69-7fd51140b10a;2018-12-07T02:38:17;;647;107;Swaumu_Nuru;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;515;2;;496;4;;495;7;;618;123;;592;131;;575;124;;488;51;;363;13;;374;3;;458;;42;0.084;;;516;500;518;494;498;463;443;350;372;;500;518;2;;504;4;;527;9;;620;126;;580;82;;580;117;;455;12;;492;142;;376;4;;498;;2;0.004;;1405;4ff15f27-d9e4-4c59-bdb1-5eb5fa8c0198;2018-12-21T19:52:54;;655
108;2018-12-06T15:14:58.707+03;2018-12-06T15:17:15.416+03;2018-12-06;8.92550204139952E+018;640021071951801;353614096259289;-7.078858333333333 39.216919999999995 87.6 2.1;-7.0788583333;39.21692;87.6;2.1;pwani;mkuranga;Mkuranga;Dundani;1544098551738.jpg;1544098571726.jpg;1544098599971.jpg;no;Its inside the industry;yes;dry;loose;medium;rural;1544098559217.jpg;1544098570304.jpg;1544098581778.jpg;1544098592129.jpg;;1034;b9548945-c51b-4684-8826-e2c5233ccf42;2018-12-07T02:46:10;;648;108;Swaumu_Nuru;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;514;1;;500;8;;504;16;;615;120;;572;111;;520;69;;480;43;;358;8;;372;1;;377;;123;0.246;;;516;500;518;494;498;463;443;350;372;;500;516;0;;520;20;;524;6;;596;102;;580;82;;540;77;;488;45;;514;164;;376;4;;500;;0;0;;1410;269579e8-7555-4eed-86b7-4f0c07f54fc4;2018-12-21T19:53:02;;660
109;2018-12-06T15:33:18.181+03;2018-12-06T15:36:41.359+03;2018-12-06;8.92550204139952E+018;640021071951801;353614096259289;-7.078093333333333 39.222251666666665 124.3 1.9;-7.0780933333;39.2222516667;124.3;1.9;pwani;mkuranga;Mkuranga;Nyantipwa;1544099689078.jpg;1544099705434.jpg;1544099718034.jpg;no;No pass way;yes;dry;loose;high;rural;1544099660350.jpg;1544099669914.jpg;1544099689758.jpg;1544099703749.jpg;;1035;42bcf405-c7a5-4b47-9ac6-33e24e3c8b25;2018-12-07T02:51:34;;649;109;Swaumu_Nuru;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;514;1;;494;2;;492;4;;576;81;;594;133;;539;88;;494;57;;358;8;;375;4;;378;;122;0.244;;;516;500;518;494;498;463;443;350;372;;500;516;0;;502;2;;524;6;;593;99;;526;28;;576;113;;547;104;;490;140;;378;6;;498;;2;0.004;;1404;23665e2f-01df-4ae8-bcbc-b7d6801b124e;2018-12-21T19:52:52;;654
46;2018-12-06T10:47:47.273+03;2018-12-06T10:50:51.904+03;2018-12-06;8.92550441073634E+018;640044173634530;354511091457182;-7.110559630769586 39.00624990463257 0.0 0.0;-7.1105596308;39.0062499046;0;0;dar_es_salaam;temeke;Chanika;Ccm;1544082583682.jpg;1544082589736.jpg;1544082600505.jpg;no;Point is not accessible due to no road;yes;dry;loose;low;rural;1544082638929.jpg;1544082641874.jpg;1544082645437.jpg;1544082648819.jpg;;1036;1b1c37f4-f638-48e7-8d92-2770ce87998f;2018-12-07T06:19:00;;650;46;other;Baraka and Monica;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-17;;513;492;488;495;461;451;437;350;371;;500;515;2;;500;8;;516;28;;625;130;;595;134;;530;79;;465;28;;355;5;;371;0;;414;;86;0.172;;;516;500;518;494;498;463;443;350;372;;500;517;1;;501;1;;537;19;;634;140;;601;103;;562;99;;534;91;;385;35;;381;9;;498;;2;0.004;;1313;5a8d3b5d-17b0-4c8c-905f-027302cdcd36;2018-12-17T14:31:12;;585
50;2018-12-06T14:16:05.475+03;2018-12-06T14:18:20.350+03;2018-12-06;8.92550441073634E+018;640044173634530;354511091457182;-7.1144348756617575 39.0798282623291 0.0 0.0;-7.1144348757;39.0798282623;0;0;dar_es_salaam;mkuranga;Vikindu;Mapange;1544095061602.jpg;1544095067022.jpg;1544095072681.jpg;yes;;yes;dry;loose;medium;rural;1544095090922.jpg;1544095093959.jpg;1544095097225.jpg;;;1037;d83cf10d-4f04-49a7-9f6d-e5087a0c7010;2018-12-07T06:20:00;;651;50;other;Baraka and Monica;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-18;;513;492;488;495;461;451;437;350;371;;500;518;5;;500;8;;520;32;;633;138;;572;111;;545;94;;525;88;;370;20;;375;4;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;521;5;;511;11;;543;25;;578;84;;566;68;;550;87;;535;92;;469;119;;379;7;;498;;2;0.004;;1327;c96b9c85-34a2-4c63-8bd4-d1de6bdfb1d1;2018-12-18T12:01:34;;592
47;2018-12-06T11:06:15.916+03;2018-12-06T11:08:13.949+03;2018-12-06;8.92550441073634E+018;640044173634530;354511091457182;-7.111602969149985 39.024059772491455 0.0 0.0;-7.1116029691;39.0240597725;0;0;dar_es_salaam;temeke;Chanika;Ccm;1544083640638.jpg;1544083651464.jpg;1544083658121.jpg;yes;;yes;dry;loose;medium;rural;1544083676094.jpg;1544083679266.jpg;1544083684537.jpg;1544083690142.jpg;;1038;0d085aae-4942-4029-8988-3806bc03948d;2018-12-07T12:02:16;;652;47;other;Baraka and Monica;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-18;;513;492;488;495;461;451;437;350;371;;500;523;10;;504;12;;517;29;;620;125;;610;149;;528;77;;461;24;;356;6;;374;3;;435;;65;0.13;;;516;500;518;494;498;463;443;350;372;;500;522;6;;508;8;;546;28;;612;118;;587;89;;566;103;;550;107;;383;33;;379;7;;499;;1;0.002;;1332;e58321aa-f46d-4e04-9c3f-c01236c0eed8;2018-12-18T12:01:42;;597
49;2018-12-06T12:40:53.607+03;2018-12-06T12:58:08.856+03;2018-12-06;8.92550441073634E+018;640044173634530;354511091457182;-7.112092698592804 39.05671834945679 0.0 0.0;-7.1120926986;39.0567183495;0;0;dar_es_salaam;temeke;Chanika;Kituo kipya;1544089308104.jpg;1544089318305.jpg;1544089322927.jpg;yes;;yes;dry;loose;low;rural;1544089336590.jpg;1544089339920.jpg;1544089345765.jpg;1544089350759.jpg;;1039;35d23a91-ed0b-4be2-964f-16a8d1281274;2018-12-07T12:03:42;;653;49;other;Baraka and Monica;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-18;;513;492;488;495;461;451;437;350;371;;500;519;6;;504;12;;518;30;;609;114;;463;2;;551;100;;544;107;;372;22;;375;4;;397;;103;0.206;;;516;500;518;494;498;463;443;350;372;;500;527;11;;515;15;;550;32;;609;115;;589;91;;558;95;;549;106;;373;23;;378;6;;494;;6;0.012;;1329;df37f877-a335-4cf1-860e-3051ee9dc8b5;2018-12-18T12:01:37;;594
48;2018-12-06T12:37:05.371+03;2018-12-06T12:40:32.064+03;2018-12-06;8.92550441073634E+018;640044173634530;354511091457182;-7.108132262918133 39.03820037841797 0.0 0.0;-7.1081322629;39.0382003784;0;0;dar_es_salaam;temeke;Chanika;Njia tatu;1544089196333.jpg;1544089199749.jpg;1544089202619.jpg;yes;;yes;dry;loose;medium;rural;1544089218448.jpg;1544089222303.jpg;1544089225819.jpg;1544089229122.jpg;;1040;21f55b36-51c0-4987-bb83-a358517672f0;2018-12-07T12:37:21;;654;48;other;Baraka and Monica;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-12;;513;492;488;495;461;451;437;350;371;;500;518;5;;504;12;;520;32;;606;111;;571;110;;550;99;;541;104;;373;23;;375;4;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;524;8;;513;13;;620;102;;616;122;;596;98;;510;47;;530;87;;370;20;;374;2;;499;;1;0.002;;1221;65a5cb06-f4c1-4f8c-a107-343b2934cf6c;2018-12-12T13:57:31;;510
142;2018-12-05T12:15:54.489+03;2018-12-05T12:22:47.311+03;2018-12-05;8.92550441057972E+018;640044157972090;352131092702700;-7.05717 39.33361333333333 98.8 3.4;-7.05717;39.3336133333;98.8;3.4;pwani;mkuranga;Mkuranga;Vianzi;1544001424533.jpg;1544001456708.jpg;1544001583133.jpg;yes;;yes;dry;loose;medium;rural;1544001622474.jpg;1544001665614.jpg;1544001699011.jpg;1544001719042.jpg;;972;a431131f-9317-4526-b9c6-1489deed5735;2018-12-06T06:28:40;;655;142;other;Anna and Jackson;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-06;;513;492;488;495;461;451;437;350;371;;500;514;1;;497;5;;511;23;;646;151;;583;122;;542;91;;518;81;;378;28;;374;3;;505;;-5;-0.01;;;516;500;518;494;498;463;453;350;372;;500;518;2;;582;82;;551;33;;618;124;;620;122;;545;82;;480;27;;354;4;;394;22;;498;;2;0.004;;1007;06ed1b5a-edd9-45f8-a1c2-2158ef64e3be;2018-12-06T13:32:34;;369
143;2018-12-05T12:32:08.274+03;2018-12-05T12:37:48.639+03;2018-12-05;8.92550441057972E+018;640044157972090;352131092702700;-7.055733333333334 39.35286333333333 32.1 3.2;-7.0557333333;39.3528633333;32.1;3.2;pwani;mkuranga;Mkuranga;Majumba Tisa;1544002417947.jpg;1544002459644.jpg;1544002538266.jpg;yes;;yes;dry;loose;high;rural;1544002593213.jpg;1544002605907.jpg;1544002621841.jpg;1544002633844.jpg;;1041;0b7391cf-4d47-4604-9fd9-6d893440e6d0;2018-12-07T13:21:27;;656;143;other;Anna and Jackson;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-06;;513;492;488;495;461;451;437;350;371;;500;524;11;;514;22;;526;38;;621;126;;562;101;;547;96;;489;52;;359;9;;373;2;;457;;43;0.086;;;516;500;518;494;498;463;443;350;372;;500;537;21;;510;10;;547;29;;583;89;;577;79;;626;163;;516;73;;373;23;;377;5;;492;;8;0.016;;1010;9f1ee4cf-3dc0-4d16-8d2b-e92019381f28;2018-12-06T13:32:38;;372
144;2018-12-05T13:12:35.357+03;2018-12-05T13:16:36.711+03;2018-12-05;8.92550441057972E+018;640044157972090;352131092702700;-7.0471699999999995 39.37079833333333 45.9 2.3;-7.04717;39.3707983333;45.9;2.3;pwani;mkuranga;Mkuranga;Magodani;1544004843535.jpg;1544004879583.jpg;1544004901698.jpg;no;There is dense forest without access road toward the point;no;dry;loose;high;rural;1544004957006.jpg;1544004969113.jpg;1544004980115.jpg;1544004991716.jpg;;1042;f7b798bf-19b3-4ec9-9b39-3b83d38e1946;2018-12-07T13:23:59;;657;144;other;Anna and Jackson;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-06;;513;492;488;495;461;451;437;350;371;;500;598;85;;552;60;;566;78;;625;130;;528;67;;508;57;;464;27;;355;5;;372;1;;510;;-10;-0.02;;;516;500;518;494;498;463;443;350;372;;500;519;3;;501;1;;621;103;;613;119;;554;56;;551;88;;525;82;;383;33;;378;6;;491;;9;0.018;;1008;91b5c358-e994-4c94-b10a-f19abcbaa6c1;2018-12-06T13:32:35;;370
78;2018-12-06T13:56:04.736+03;2018-12-07T17:45:51.141+03;2018-12-06;8925505060408245409f;640050640824540;353147082684707;-7.094758333333334 39.131328333333336 135.0 4.8;-7.0947583333;39.1313283333;135;4.8;pwani;mkuranga;Tengerea;Tengerea;1544193808410.jpg;1544193829669.jpg;1544193845590.jpg;yes;;no;dry;loose;low;rural;1544193878193.jpg;1544193898438.jpg;1544193916649.jpg;1544193946907.jpg;;1043;33dba7f0-86c1-4ca0-8813-a9504cf6f42e;2018-12-07T14:50:20;;658;78;Rebeca_Ramadhani;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-13;;513;492;488;495;461;451;437;350;371;;500;514;1;;493;1;;494;6;;590;95;;593;132;;581;130;;552;115;;371;21;;370;-1;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;517;1;;500;0;;525;7;;602;108;;626;128;;589;126;;541;98;;367;17;;377;5;;490;;10;0.02;;1235;6fd78f3d-af7a-41c0-996c-0a0523f96a71;2018-12-13T13:12:12;;524
77;2018-12-06T14:07:12.761+03;2018-12-06T16:33:53.696+03;2018-12-06;8925505060408245409f;640050640824540;353147082684707;-7.0943249999999995 39.11488 48.3 4.2;-7.094325;39.11488;48.3;4.2;pwani;mkuranga;Dondwe;Dondwe;1544094491558.jpg;1544103210460.jpg;;yes;;no;dry;loose;low;rural;1544094541492.jpg;1544094574819.jpg;1544094587069.jpg;1544094597219.jpg;;1044;f3419f16-0f67-41fe-8fe8-687796e4e767;2018-12-07T14:54:03;;659;77;Rebeca_Ramadhani;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-13;;513;492;488;495;461;451;437;350;371;;500;513;0;;493;1;;500;12;;563;68;;532;71;;566;115;;620;183;;388;38;;378;7;;495;;5;0.01;;;516;500;518;494;498;463;443;350;372;;500;527;11;;508;8;;535;17;;547;53;;548;50;;596;133;;620;177;;388;38;;381;9;;496;;4;0.008;;1236;7cb70008-fa72-4f77-b40f-3a44a2c97b35;2018-12-13T13:12:13;;525
76;2018-12-07T12:33:42.760+03;2018-12-07T17:39:23.103+03;2018-12-07;8925505060408245409f;640050640824540;353147082684707;-7.096126666666667 39.107079999999996 78.6 2.5;-7.0961266667;39.10708;78.6;2.5;pwani;mkuranga;Dondwe;Dondwe;1544175279760.jpg;1544175701896.jpg;1544175359602.jpg;no;No path ways and also the site has conflict between farmers and so it is dangerous to pass through;yes;dry;loose;low;rural;1544175590276.jpg;1544175602847.jpg;1544175640944.jpg;1544175653595.jpg;;1045;2c003003-fb93-425a-ba0a-6e40e375dd70;2018-12-07T14:56:19;;660;76;Rebeca_Ramadhani;;2018-12-06;other;Sia Saronga and Abubakari Rajab;2018-12-13;;513;492;488;495;461;451;437;350;371;;500;513;0;;494;2;;496;8;;620;125;;611;150;;522;71;;471;34;;356;6;;372;1;;397;;103;0.206;;;516;500;518;494;498;463;443;350;372;;500;520;4;;504;4;;544;26;;633;139;;619;121;;557;94;;507;64;;390;40;;374;2;;494;;6;0.012;;1242;f2948319-a779-4a9d-b894-2031eeabdf79;2018-12-13T13:12:22;;531
174;2018-12-05T10:12:50.851+03;2018-12-07T18:04:47.524+03;2018-12-05;8925505060408245409f;640050640824540;353147082684707;-7.038503333333334 39.3157 103.1 4.0;-7.0385033333;39.3157;103.1;4;pwani;mkuranga;Vianzi;Sheratoni;1543994046023.jpg;1544000617073.jpg;;yes;;no;dry;loose;low;urban;1543994068494.jpg;1543994079282.jpg;1543994089800.jpg;1543994102508.jpg;;1046;56bd6318-c43e-400a-b2de-64775df137d1;2018-12-07T15:08:01;;661;174;Rebeca_Ramadhani;;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-14;;513;492;488;495;461;451;437;350;371;;500;515;2;;493;1;;501;13;;623;128;;588;127;;537;86;;530;93;;374;24;;380;9;;483;;17;0.034;;;516;500;518;494;498;463;443;350;372;;500;516;0;;500;0;;594;76;;619;125;;613;115;;563;100;;497;54;;367;17;;375;3;;490;;10;0.02;;1265;c41b9f94-1ea1-4819-9149-52e6bd49ff75;2018-12-15T11:50:08;;542
175;2018-12-05T10:35:14.145+03;2018-12-07T18:06:50.302+03;2018-12-05;8925505060408245409f;640050640824540;353147082684707;-7.03944 39.332184999999996 92.0 4.7;-7.03944;39.332185;92;4.7;pwani;mkuranga;Vianzi;Vianzi shule ya msingi;1543995360266.jpg;1543996027641.jpg;;yes;;no;dry;loose;low;urban;1543995393425.jpg;1543995411065.jpg;1543995423790.jpg;1543995440564.jpg;;1047;0d2605fb-4540-4aa8-89db-dbfdccf47e92;2018-12-07T15:11:46;;662;175;Rebeca_Ramadhani;;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-07;;513;492;488;495;461;451;437;350;371;;500;516;3;;505;13;;509;21;;574;79;;572;111;;579;128;;542;105;;383;33;;378;7;;500;;0;0;;;500;516;500;518;498;463;443;350;372;;500;546;46;;524;8;;545;45;;517;-1;;568;70;;545;82;;556;113;;476;126;;383;11;;500;;0;0;;1061;39e7733a-ccd2-42f7-99c4-66341a8119c8;2018-12-08T07:26:03;;384
176;2018-12-05T11:27:28.560+03;2018-12-07T18:05:31.196+03;2018-12-05;8925505060408245409f;640050640824540;353147082684707;-7.0395 39.35037 180.2 3.3;-7.0395;39.35037;180.2;3.3;pwani;mkuranga;Vianzi;Honda/vianzi secondary;1543998594730.jpg;1543998921832.jpg;;yes;;no;dry;loose;low;urban;1543998951438.jpg;1543998970788.jpg;1543998987201.jpg;1543998998837.jpg;;1048;29d3d82c-33cb-4972-b9b7-2e72469f4a18;2018-12-07T15:18:32;;663;176;Rebeca_Ramadhani;;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-08;;513;492;488;495;461;451;437;350;371;;500;514;1;;495;3;;509;21;;612;117;;586;125;;540;89;;528;91;;375;25;;380;9;;481;;19;0.038;;;516;500;518;494;498;463;443;350;372;;500;517;1;;501;1;;538;20;;618;124;;609;111;;553;90;;550;107;;381;31;;379;7;;492;;8;0.016;;1091;02d484e2-a052-4d9c-9061-f2f01b09880e;2018-12-08T12:15:45;;412
177;2018-12-05T11:53:05.633+03;2018-12-07T18:06:07.513+03;2018-12-05;8925505060408245409f;640050640824540;353147082684707;-7.039463333333333 39.36834666666667 41.5 3.8;-7.0394633333;39.3683466667;41.5;3.8;pwani;mkuranga;Mwasonga;Magodani;1544000034128.jpg;1544000251745.jpg;;yes;;no;dry;loose;low;urban;1544000281353.jpg;1544000294290.jpg;1544000306968.jpg;1544000318922.jpg;;1049;23edb75d-d832-4268-bc98-4b3113bdc18e;2018-12-07T15:21:50;;664;177;Rebeca_Ramadhani;;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;513;0;;495;3;;504;16;;625;130;;597;136;;540;89;;506;69;;362;12;;374;3;;458;;42;0.084;;;516;500;518;494;498;463;443;350;372;;500;516;0;;501;1;;528;10;;600;106;;620;122;;572;109;;573;130;;362;12;;373;1;;491;;9;0.018;;1262;39feccba-310c-48c1-aa51-8577233314d1;2018-12-15T11:46:38;;539
34;2018-12-07T11:31:09.889+03;2018-12-07T12:35:56.539+03;2018-12-07;8.92550506039852E+018;640050639852309;353614091318981;-7.124218333333332 39.168765 104.0 2.7;-7.1242183333;39.168765;104;2.7;dar_es_salaam;mkuranga;Kipalanyonde;Kimweli;1544172905304.jpg;1544175336353.jpg;1544172920166.jpg;no;Private farm;yes;dry;loose;low;rural;1544172942807.jpg;1544172952781.jpg;1544172962794.jpg;1544172984325.jpg;;1050;96c841da-c625-4211-bbdb-a36236a8bdfb;2018-12-07T16:56:58;;665;34;Rebeca_Ramadhani;;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-11;;513;492;488;495;461;451;437;350;371;;500;528;15;;514;22;;531;43;;613;118;;573;112;;572;121;;490;53;;361;11;;376;5;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;527;11;;516;16;;562;44;;615;121;;578;80;;561;98;;550;107;;370;20;;375;3;;500;;0;0;;1172;890ebbab-5e6d-4229-88cb-8aaaf436758e;2018-12-11T12:12:20;;465
33;2018-12-07T11:35:00.286+03;2018-12-07T12:37:11.807+03;2018-12-07;8.92550506039852E+018;640050639852309;353614091318981;-7.13371 39.151068333333335 107.1 3.4;-7.13371;39.1510683333;107.1;3.4;dar_es_salaam;mkuranga;Kipalanyonde;Mtipesa;1544172514332.jpg;1544172530547.jpg;1544172559406.jpg;no;Private farm;yes;dry;loose;low;rural;1544171879313.jpg;1544171889198.jpg;1544171899097.jpg;1544171911441.jpg;;1051;73d1102a-71e7-4b44-82ea-810d8777164a;2018-12-07T16:59:33;;666;33;Rebeca_Ramadhani;;2018-11-12;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;514;1;;495;3;;500;12;;627;132;;582;121;;558;107;;526;89;;365;15;;377;6;;486;;14;0.028;;;516;500;518;494;498;463;443;350;372;;500;518;2;;501;1;;529;11;;613;119;;612;114;;563;100;;577;134;;365;15;;376;4;;500;;0;0;;1423;0ce0a1f8-38e0-41fc-8542-188fbdd72c28;2018-12-21T19:53:25;;673
35;2018-12-07T11:27:23.954+03;2018-12-07T13:39:04.190+03;2018-12-07;8.92550506039852E+018;640050639852309;353614091318981;-7.121378333333333 39.19165666666667 125.5 4.0;-7.1213783333;39.1916566667;125.5;4;dar_es_salaam;mkuranga;Kipalanyonde;Kanisani;1544173093871.jpg;1544173122941.jpg;1544173130277.jpg;no;Private farm;yes;dry;loose;low;rural;1544173161114.jpg;1544173171275.jpg;1544173182131.jpg;1544173210242.jpg;;1052;26b79bf5-383d-4621-86ea-077ece720b44;2018-12-07T17:03:47;;667;35;Rebeca_Ramadhani;;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-17;;513;492;488;495;461;451;437;350;371;;500;514;1;;499;7;;505;17;;566;71;;576;115;;586;135;;567;130;;368;18;;374;3;;497;;3;0.006;;;516;500;518;494;498;463;443;350;372;;500;519;3;;506;6;;532;14;;572;78;;598;100;;609;146;;564;121;;375;25;;377;5;;498;;2;0.004;;1310;58cd5434-3c4a-4fce-b9a1-373439f09131;2018-12-17T14:31:08;;582
31;2018-12-07T12:02:52.469+03;2018-12-07T12:05:34.372+03;2018-12-07;8.92550506039852E+018;640050639852309;353614091318981;-7.130468333333332 39.114535000000004 95.7 2.3;-7.1304683333;39.114535;95.7;2.3;dar_es_salaam;mkuranga;Kipalanyande;Mbulani;1544173425177.jpg;1544173454593.jpg;1544173484515.jpg;yes;;no;dry;loose;low;rural;1544173500564.jpg;1544173509118.jpg;1544173518764.jpg;1544173530448.jpg;;1053;a5856887-fc0e-4e0f-9c07-ec96b3e45b49;2018-12-07T17:05:30;;668;31;Rebeca_Ramadhani;;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-17;;513;492;488;495;461;451;437;350;371;;500;513;0;;493;1;;492;4;;603;108;;627;166;;580;129;;517;80;;359;9;;372;1;;498;;2;0.004;;;516;50;518;494;498;463;443;350;372;;500;517;1;;501;451;;522;4;;531;37;;527;29;;413;-50;;446;3;;371;21;;376;4;;500;;0;0;;1312;3157d215-a11f-4e3a-bd0a-908b8668a67a;2018-12-17T14:31:11;;584
32;2018-12-07T11:41:33.584+03;2018-12-07T11:48:06.892+03;2018-12-07;8.92550506039852E+018;640050639852309;353614091318981;-7.130656666666666 39.13272666666667 89.2 4.1;-7.1306566667;39.1327266667;89.2;4.1;dar_es_salaam;mkuranga;Kipalanyonde;Magoza;1544172301727.jpg;1544172342788.jpg;1544172436468.jpg;yes;;no;dry;loose;low;rural;1544172454120.jpg;1544172462091.jpg;1544172468718.jpg;1544172481232.jpg;;1054;4b31c11d-0a6a-4251-b560-5e70a4deaf7d;2018-12-07T17:07:17;;669;32;Rebeca_Ramadhani;;2018-12-07;other;Sia Saronga and Abubakari Rajab;2018-12-14;;513;492;488;495;461;451;437;350;371;;500;513;0;;496;4;;501;13;;621;126;;617;156;;562;111;;501;64;;361;11;;377;6;;491;;9;0.018;;;516;500;518;494;498;463;443;350;372;;500;554;38;;547;47;;613;95;;613;119;;558;60;;496;33;;520;77;;370;20;;373;1;;490;;10;0.02;;1263;bfec7d43-3d38-4a00-95c9-12216630b120;2018-12-15T11:46:46;;540
